"STATION","NAME","DATE","TMAX","TMIN"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-16","56","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-17","56","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-18","55","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-19","54","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-20","54","41"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-21","54","39"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-22","56","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-23","58","39"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-24","51","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-25","54","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-26","54","39"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-27","60","40"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-28","64","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-29","59","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-30","70","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-01-31","71","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-01","76","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-02","77","57"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-03","78","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-04","79","59"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-05","78","55"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-06","78","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-07","71","57"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-08","78","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-09","78","54"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-10","66","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-11","53","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-12","58","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-13","64","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-14","56","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-15","63","40"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-16","66","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-17","70","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-18","51","38"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-19","49","36"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-20","51","31"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-21","55","37"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-22","49","38"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-23","53","33"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-24","52","35"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-25","58","38"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-26","49","39"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-27","58","37"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-02-28","54","38"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-01","55","41"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-02","49","35"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-03","48","36"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-04","55","36"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-05","60","36"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-06","65","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-07","66","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-08","65","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-09","63","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-10","60","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-11","69","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-12","68","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-13","58","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-14","57","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-15","51","39"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-16","51","41"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-17","53","39"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-18","56","38"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-19","61","39"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-20","52","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-21","55","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-22","54","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-23","57","39"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-24","54","38"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-25","54","38"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-26","62","41"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-27","73","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-28","78","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-29","82","59"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-30","83","57"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-03-31","70","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-01","70","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-02","60","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-03","71","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-04","64","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-05","61","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-06","56","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-07","60","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-08","60","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-09","75","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-10","61","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-11","57","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-12","55","41"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-13","65","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-14","71","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-15","58","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-16","52","41"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-17","62","39"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-18","60","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-19","57","41"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-20","72","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-21","77","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-22","78","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-23","81","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-24","67","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-25","66","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-26","60","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-27","62","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-28","61","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-29","61","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-04-30","59","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-01","70","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-02","66","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-03","64","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-04","72","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-05","62","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-06","59","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-07","71","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-08","71","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-09","62","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-10","61","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-11","75","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-12","73","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-13","60","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-14","59","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-15","62","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-16","63","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-17","68","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-18","68","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-19","60","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-20","59","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-21","68","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-22","64","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-23","58","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-24","58","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-25","61","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-26","66","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-27","80","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-28","88","57"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-29","81","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-30","59","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-05-31","58","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-01","76","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-02","93","57"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-03","84","55"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-04","64","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-05","67","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-06","64","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-07","64","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-08","68","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-09","61","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-10","63","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-11","75","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-12","83","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-13","77","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-14","77","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-15","73","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-16","64","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-17","65","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-18","72","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-19","69","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-20","63","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-21","80","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-22","90","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-23","96","58"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-24","67","54"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-25","74","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-26","80","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-27","71","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-28","64","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-29","85","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-06-30","91","60"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-01","77","54"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-02","69","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-03","67","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-04","66","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-05","78","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-06","76","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-07","74","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-08","73","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-09","77","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-10","75","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-11","85","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-12","82","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-13","84","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-14","76","54"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-15","74","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-16","80","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-17","82","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-18","84","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-19","88","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-20","80","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-21","83","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-22","79","54"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-23","79","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-24","78","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-25","78","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-26","74","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-27","70","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-28","81","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-29","79","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-30","80","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-07-31","80","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-01","74","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-02","73","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-03","82","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-04","72","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-05","78","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-06","79","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-07","72","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-08","86","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-09","90","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-10","84","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-11","80","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-12","87","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-13","71","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-14","65","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-15","69","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-16","77","54"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-17","89","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-18","87","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-19","80","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-20","74","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-21","63","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-22","69","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-23","71","54"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-24","73","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-25","82","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-26","71","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-27","68","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-28","68","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-29","72","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-30","71","54"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-08-31","77","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-01","77","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-02","84","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-03","76","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-04","80","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-05","71","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-06","73","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-07","83","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-08","76","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-09","83","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-10","76","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-11","69","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-12","63","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-13","67","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-14","74","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-15","66","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-16","69","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-17","67","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-18","73","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-19","81","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-20","90","62"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-21","84","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-22","79","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-23","77","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-24","85","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-25","80","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-26","93","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-27","76","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-28","68","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-29","61","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-09-30","75","57"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-01","74","55"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-02","75","58"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-03","73","58"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-04","63","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-05","72","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-06","69","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-07","81","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-08","82","59"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-09","78","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-10","68","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-11","70","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-12","83","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-13","80","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-14","76","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-15","81","58"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-16","82","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-17","77","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-18","80","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-19","85","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-20","78","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-21","68","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-22","66","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-23","64","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-24","72","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-25","77","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-26","82","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-27","71","56"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-28","67","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-29","67","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-30","70","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-10-31","80","55"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-01","87","63"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-02","80","59"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-03","82","59"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-04","69","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-05","70","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-06","78","54"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-07","77","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-08","72","53"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-09","70","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-10","65","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-11","72","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-12","69","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-13","65","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-14","71","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-15","68","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-16","67","48"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-17","67","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-18","64","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-19","67","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-20","68","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-21","58","54"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-22","58","52"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-23","58","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-24","58","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-25","67","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-26","66","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-27","56","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-28","63","54"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-29","56","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-11-30","56","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-01","54","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-02","58","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-03","52","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-04","50","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-05","49","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-06","63","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-07","63","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-08","59","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-09","47","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-10","54","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-11","60","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-12","62","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-13","59","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-14","58","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-15","56","51"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-16","55","50"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-17","60","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-18","59","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-19","54","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-20","50","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-21","58","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-22","56","40"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-23","57","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-24","56","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-25","56","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-26","57","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-27","58","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-28","60","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-29","62","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-30","58","42"
